Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3414463,BOSTON,28-Apr-2013,6:25 PM,Non-fatal injury,3,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Clear,,Rte 93 N,,Exit 13 on Rte 93 N,,,237420.1414,894076.5227
3452257,BOSTON (DORCHESTER),29-Apr-2013,1:23 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Backing / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,930 DORCHESTER AVENUE,,,,,236539.7766,896601.7962
3452232,BOSTON (DORCHESTER),29-Apr-2013,9:14 AM,Not Reported,1,0,0,Single vehicle crash,V1: Turning left,V1:Not reported ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,BOWDOIN STREET / BOWDOIN AVENUE,,,,,P2:Pedestrian,235156.7969,894409.0002
3423314,BOSTON,29-Apr-2013,11:00 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,BOSTON UNIVERSITY BRIDGE Rte 2 W / BOSTON UNIVERSITY BRIDGE Rte 2 E,,,BU BRIDGE,,232075.1119,900261.6708
3431834,BOSTON,29-Apr-2013,11:35 AM,Non-fatal injury,2,2,0,Not reported,V1: Travelling straight ahead / V2:Turning left,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Not reported,Not reported,Not Reported,WEST ROXBURY PARKWAY / BELGRADE AVENUE,,,,,,229049.9998,892895.3751
3550042,BOSTON,29-Apr-2013,11:40 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Parked / V2:Backing,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Tractor/semi-trailer,Dry,Daylight,Clear,,Rte 90 W,,Exit 20 on Rte 90 W,,,231452.5043,900558.3731
3424278,BOSTON (BRIGHTON),29-Apr-2013,12:50 PM,Property damage only (none injured),1,0,0,Unknown,V1: Turning left,V1:Not reported ,V1: Collision with motor vehicle in traffic ,V1: Passenger car,Dry,Daylight,Clear/Clear,MARKET STREET / SAYBROOK STREET,,,,,,228850.7811,900562.3749
3426388,BOSTON,29-Apr-2013,1:30 PM,Non-fatal injury,2,2,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,GALLIVAN BOULEVARD / MORTON STREET,,,,,234631.4265,892127.267
3414214,BOSTON,29-Apr-2013,2:30 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Cloudy,RAMP - RT 93 NB TO CAMBRIDGE STREET / CAMBRIDGE STREET,,,Exit 28 RAM on Rte 93 N,,,234902.7814,903729.9453
3426453,BOSTON,29-Apr-2013,3:01 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Entering traffic lane,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 N,,Exit 13 on Rte 93 N,,,237420.1414,894076.5227
3394448,BOSTON,29-Apr-2013,3:20 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Not Reported,,KOSCIUSZKO CIRCLE,,,,,237020.6238,896892.1848
3414325,BOSTON,29-Apr-2013,3:46 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Entering traffic lane,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S,,Exit 23 on Rte 93 S,,,236856.2793,901152.8251
3433934,BOSTON (ROSLINDALE),29-Apr-2013,4:20 PM,Not Reported,1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Daylight,Clear,,713 SOUTH STREET,,,,P2:Pedestrian,230674.865,893002.5216
3414464,BOSTON,29-Apr-2013,8:31 PM,Non-fatal injury,2,1,0,Head-on,V1: Travelling straight ahead / V2:Turning left,V1:Westbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,WILLIAM DAY BOULEVARD / L STREET,,,,,,238307.7811,897755.4373
3425214,BOSTON,30-Apr-2013,9:00 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93,,Exit 15 on Rte 93,,,236629.6253,897168.5001
3422218,BOSTON (MATTAPAN),30-Apr-2013,9:45 AM,Non-fatal injury,2,1,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Bus (seats for more than 15 people, including driver)",Dry,Daylight,Clear,,1575 BLUE HILL AVENUE Rte 28 S,,,,,233510.935,891119.2575
3430233,BOSTON,30-Apr-2013,9:57 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Tractor/semi-trailer / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S,Rte 93  S Milemarker 19.5,,,,234855.7597,903591.5463
3492511,BOSTON,30-Apr-2013,10:54 AM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,COLUMBUS AVENUE / BERKELEY STREET,,,,,,235282.7002,899882.0257
3414437,BOSTON,30-Apr-2013,11:07 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with guardrail ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,STORROW DRIVE / CHARLESGATE OVERPASS,,,@ FAIRFIELD ST,,234282.5467,900368.8614
3466232,BOSTON,30-Apr-2013,11:12 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Eastbound / V2:Eastbound / V3:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,,STORROW DRIVE / RAMP - STORROW DRIVE TO BEACON STREET,,,COPELY TUNNEL,,234834.2438,900584.695
3738416,BOSTON (MATTAPAN),30-Apr-2013,12:00 PM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,HAZELTON STREET / HILLSBORO ROAD,,,,,,233179.5159,892495.2502
3420729,BOSTON,30-Apr-2013,12:30 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Clear,,Rte 93 S,,Exit 12 on Rte 93 S,93S EXIT 12,,237620.5493,892713.0989
3424258,BOSTON (BRIGHTON),30-Apr-2013,1:01 PM,Not Reported,1,0,0,Single vehicle crash,V1: Backing,V1:Not reported ,V1: Collision with curb ,V1: Passenger car,Dry,Daylight,Clear/Clear,,930 COMMONWEALTH AVENUE,,,,,231510.067,900153.4314
3397833,BOSTON,30-Apr-2013,4:15 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,LEVERETT CONNECTOR NORTH / INTERSTATE 93 Rte 93 N,,,SN RAMP,,234870.6513,903793.2517
3399022,BOSTON,30-Apr-2013,4:45 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Turning left / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,FRONTAGE ROAD / MASSACHUSETTS AVENUE CONNECTOR / RAMP - FRONTAGE ROAD TO RT 93 NB,,,,AT MASS AVE CONNECTOR LIGHTS,,235865.0173,898419.1854
3738417,BOSTON (MATTAPAN),30-Apr-2013,5:11 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Slowing or stopped in traffic / V2:Changing lanes,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Unknown vehicle configuration / V2:Unknown vehicle configuration,Dry,Dusk,Clear/Clear,,1282 BLUE HILL AVENUE,,,,,233593.2697,892261.3921
3450542,BOSTON (ROSLINDALE),30-Apr-2013,9:00 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Parked,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - roadway not lighted,Clear,,BUSSEY STREET / WALTER STREET,,,,,230566.5313,894068.3747
3430234,BOSTON,30-Apr-2013,10:10 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Other,Dry,Dark - lighted roadway,Clear,,ALBANY STREET / Rte 93 S,,,UNDER I93 SOUTH,,235956.6798,898950.3127
3414215,BOSTON,01-May-2013,8:00 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 90 W,Rte 90  W Milemarker 133.0,,,,234170.1927,899773.2896
3430249,BOSTON,01-May-2013,10:10 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,RAMP - LEVERETT CONNECTOR TO STORROW DRI Rte 3A N / RAMP-RT 93 NB TO STORROW DRIVE Rte 3 N / LEVERETT CONNECTOR SOUTH,,,,,,235752.9932,901867.4291
3415038,BOSTON,01-May-2013,10:40 AM,Non-fatal injury,2,1,0,"Sideswipe, same direction",V1: Turning right / V2:Travelling straight ahead,V1:Southbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,CAMBRIDGE STREET / NORTH ANDERSON STREET,,,,,,235597.6309,901281.3965
3422721,BOSTON,01-May-2013,11:59 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with light pole or other post/support ,V1: Motorcycle,Dry,Daylight,Clear,,CENTRE STREET / HILLCROFT ROAD,,,,,231123.4534,895386.1455
3452239,BOSTON (DORCHESTER),01-May-2013,2:13 PM,Property damage only (none injured),1,0,0,"Sideswipe, same direction",V1: Travelling straight ahead,V1:Not reported ,V1: Collision with motor vehicle in traffic ,V1: Passenger car,Dry,Daylight,Clear/Clear,,863 WASHINGTON STREET,,,,P4:Pedestrian,235911.5627,899859.3748
3423099,BOSTON,01-May-2013,3:43 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Making U-turn,V1:Westbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Motorcycle,Dry,Daylight,Clear,,MORTON STREET Rte UNKNOW,,,,,234365.2253,892318.0301
3425350,BOSTON,01-May-2013,4:00 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N / SOUTHAMPTON STREET,,,SOUTH HAMPTON STREERT AND RAMP T,,236177.2184,897849.5222
3414465,BOSTON,01-May-2013,6:20 PM,Property damage only (none injured),2,0,0,Head-on,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,WILLIAM DAY BOULEVARD / N STREET,,,,,,238641.9374,897901.9999
3427946,BOSTON,02-May-2013,2:28 AM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,ALBANY STREET / HERALD STREET,,,,@ RAMP TO RTE. 93 SB,,236151.5786,899586.8009
3404652,BOSTON,02-May-2013,3:59 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dark - lighted roadway,Not Reported,RAMP - STORROW DRIVE TO LEVERETT CONNECT / EMBANKMENT ROAD Rte 28 N,,,,ACROSS FROM BLOSSON STREET,P2:Pedestrian,235446.4686,901669.7367
3414326,BOSTON,02-May-2013,9:30 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Motorcycle / V2:Passenger car,Dry,Daylight,Clear,,MASSACHUSETTS TURNPIKE Rte 90 E / RAMP - RT 90 EB TO STUART STREET & HUNTI,,,PRU TUNNEL,,234142.2673,899758.5796
3439954,BOSTON,02-May-2013,9:33 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Clear,,,,,IN TUNNEL,,,
3422517,BOSTON,02-May-2013,11:00 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,STORROW DRIVE / MASSACHUSETTS AVENUE,,,,,233795.0565,900247.6928
3439970,BOSTON,02-May-2013,11:08 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,VETERANS OF FOREIGN WARS PARKWAY,,,,,,
3414223,BOSTON,02-May-2013,1:30 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Entering traffic lane / V2:Overtaking/passing,V1:Eastbound / V2:Eastbound ,V1: Collision with other movable object / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Not Reported,AIRPORT ROAD - DEPARTURE LEVEL / LOGAN AIRPORT TERMINAL B,,,,,,239638.8439,901717.8749
3414216,BOSTON,02-May-2013,1:50 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Daylight,Clear,,JOHN F FITZGERALD EXPRESSWAY Rte 1 S / TEMPORARY RAMP,,,CANA TUNNEL,,236056.7704,902374.6159
3414327,BOSTON,02-May-2013,4:32 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 20 on Rte 93 S,,,236954.209,900826.9442
